Sample	isSMA	isCarrier	SMN1_CN	SMN2_CN	SMN*_CN	Total_CN_raw	Full_length_CN_raw	g.27134T>G_CN	population
HG00641	False	False	2	2	0	3.969	3.892	0	AMR
HG01082	False	False	3	1	0	3.993	3.891	1	AMR
HG01360	False	False	2	2	0	3.973	4.165	0	AMR
HG01073	False	False	2	0	0	2.0	1.935	0	AMR
HG00551	False	False	2	2	0	3.926	3.989	0	AMR
HG00640	False	False	2	2	0	3.983	3.928	0	AMR
NA19734	False	False	2	1	0	3.001	3.22	0	AMR
HG01094	False	False	2	4	0	5.954	6.027	0	AMR
NA19785	False	False	2	1	0	2.952	3.16	0	AMR
HG00637	False	False	2	1	0	3.07	2.788	0	AMR
NA19786	False	False	2	1	0	3.037	3.042	0	AMR
HG01086	False	False	2	2	0	3.925	3.909	0	AMR
HG01365	False	False	2	1	1	3.965	3.056	0	AMR
HG01095	False	False	2	1	0	3.0	2.967	0	AMR
NA19782	False	False	2	2	0	3.924	4.01	0	AMR
NA19735	False	False	3	0	0	2.933	2.909	0	AMR
HG01102	False	False	2	2	0	3.85	4.057	0	AMR
NA19762	False	False	2	2	0	4.016	3.903	0	AMR
HG01378	False	False	2	2	0	3.89	3.943	0	AMR
HG01107	False	False	3	1	0	4.112	4.018	0	AMR
HG01111	False	False	2	2	0	4.13	3.958	0	AMR
HG01083	False	False	2	1	0	2.987	2.988	0	AMR
HG01105	False	False	3	1	0	3.956	3.916	0	AMR
NA19789	False	False	3	1	0	3.965	4.138	0	AMR
NA19740	False	False	2	1	0	3.016	2.959	0	AMR
NA19741	False	False	2	3	0	4.98	4.997	0	AMR
HG01108	False	False	4	0	0	3.898	4.096	1	AMR
HG01125	False	False	3	1	0	3.878	4.056	1	AMR
NA19795	False	False	2	1	0	2.953	2.875	0	AMR
HG01112	False	False	2	2	0	3.992	3.894	0	AMR
HG01550	False	False	2	1	1	3.849	3.155	0	AMR
HG01353	False	False	2	0	1	2.994	2.09	0	AMR
HG01101	False	False	2	1	0	2.862	2.941	0	AMR
NA19752	False	False	2	1	0	3.082	3.046	0	AMR
HG02146	False	False	2	2	0	3.852	3.85	0	AMR
HG01148	False	False	2	2	0	3.987	3.962	0	AMR
NA19788	False	False	2	3	0	4.982	4.949	0	AMR
HG02147	False	False	2	2	0	4.132	4.031	0	AMR
HG01113	False	False	2	2	0	3.906	4.009	0	AMR
HG01982	False	False	2	1	0	2.953	2.94	0	AMR
HG01110	False	False	2	2	0	4.006	4.227	0	AMR
HG01551	False	False	2	1	0	2.872	2.92	0	AMR
HG02277	False	False	3	1	0	4.016	3.905	0	AMR
HG01124	False	False	2	2	0	3.925	3.884	0	AMR
NA19794	False	False	2	0	1	2.94	2.023	0	AMR
HG01170	False	False	3	0	0	2.974	2.976	1	AMR
HG02298	False	False	3	1	0	3.92	3.999	0	AMR
HG01133	False	False	2	1	1	3.984	3.152	0	AMR
HG02260	False	False	2	1	0	2.966	3.045	0	AMR
HG01168	False	False	2	1	1	3.957	3.224	0	AMR
NA19764	False	False	2	2	0	3.935	4.034	0	AMR
HG02271	False	False	2	1	0	2.866	2.872	0	AMR
NA19792	False	False	2	2	0	3.909	4.182	0	AMR
HG02278	False	False	3	1	0	3.801	3.921	0	AMR
HG01139	False	False	2	2	0	3.875	3.978	0	AMR
HG02291	False	False	2	2	0	3.998	3.858	0	AMR
HG02299	False	False	2	1	0	2.997	2.935	0	AMR
HG02259	False	False	2	0	0	2.049	1.927	0	AMR
HG01069	False	False	2	1	0	3.056	3.007	0	AMR
HG02272	False	False	4	0	0	4.0	4.168	0	AMR
HG02292	False	False	2	2	0	3.796	3.881	0	AMR
HG01136	False	False	3	1	0	3.956	4.173	1	AMR
HG01134	False	False	2	1	0	3.041	3.037	0	AMR
HG01140	False	False	2	2	0	3.948	3.807	0	AMR
HG01137	False	False	3	1	1	4.868	3.954	0	AMR
NA18528	False	False	2	2	0	3.957	3.9	0	EAS
NA18963	False	False	2	1	0	2.96	2.948	0	EAS
NA18983	False	False	2	2	0	3.951	4.19	0	EAS
NA18972	False	False	2	2	0	3.985	4.093	0	EAS
HG00653	False	False	2	2	0	3.934	3.974	0	EAS
NA18533	False	False	2	2	0	3.946	4.004	0	EAS
NA18962	False	False	2	1	0	2.937	3.001	0	EAS
HG02373	False	False	2	2	0	3.97	4.081	0	EAS
HG01846	False	False	2	2	0	4.035	3.81	0	EAS
NA19003	False	False	3	1	0	3.975	3.92	0	EAS
HG00533	False	False	2	2	0	3.965	3.957	0	EAS
HG02087	False	True	1	4	0	5.033	4.878	0	EAS
HG01849	False	False	2	2	0	3.944	4.181	0	EAS
HG00531	False	False	2	2	0	3.889	3.784	0	EAS
NA18954	False	False	2	2	0	3.88	3.935	0	EAS
HG02088	False	False	2	1	0	2.945	2.838	0	EAS
HG01861	False	False	2	2	0	3.988	4.064	0	EAS
NA18525	False	False	2	2	0	3.892	4.025	0	EAS
NA18630	False	False	2	1	0	2.952	3.024	0	EAS
HG02139	False	False	2	2	0	3.868	3.836	0	EAS
HG00536	False	False	2	2	0	4.003	4.051	0	EAS
NA18535	False	False	2	2	0	3.988	3.98	0	EAS
NA19007	False	False	2	2	0	3.978	3.711	0	EAS
HG00537	False	False	2	1	0	2.844	2.901	0	EAS
HG01848	False	False	2	0	0	2.009	1.951	0	EAS
HG01858	False	False	2	1	0	2.95	3.081	0	EAS
HG02140	False	False	2	2	0	3.983	4.019	0	EAS
NA18966	False	False	2	2	0	3.958	3.853	0	EAS
NA19002	False	False	2	2	0	3.945	4.234	0	EAS
HG01850	False	False	2	2	0	3.835	3.972	0	EAS
NA18985	False	False	2	2	0	3.905	4.006	0	EAS
NA18534	False	False	2	2	0	3.962	4.012	0	EAS
HG01869	False	False	2	1	0	2.944	3.032	0	EAS
HG00534	False	False	3	1	0	4.028	3.938	0	EAS
NA18979	False	False	2	1	0	2.982	3.046	0	EAS
NA18984	False	False	2	1	0	3.013	2.879	0	EAS
NA18974	False	False	2	2	0	3.963	4.014	0	EAS
HG02142	False	False	2	1	0	2.909	2.896	0	EAS
HG01868	False	False	2	2	0	3.842	3.83	0	EAS
HG01867	False	False	2	0	0	1.992	2.027	0	EAS
HG01862	False	False	2	2	0	3.803	3.976	0	EAS
HG00542	False	False	2	2	0	3.96	3.917	0	EAS
HG01863	False	True	1	2	0	2.88	2.896	0	EAS
NA18530	False	False	3	1	0	4.034	4.055	0	EAS
NA19054	False	False	2	2	0	3.852	3.862	0	EAS
NA18536	False	False	2	2	0	3.935	3.87	0	EAS
HG00556	False	False	3	1	0	3.994	3.914	0	EAS
HG01870	False	False	3	1	0	4.031	4.189	0	EAS
NA18537	False	False	2	2	0	4.076	3.923	0	EAS
HG01864	False	False	2	2	0	3.842	3.955	0	EAS
NA18988	False	False	2	1	0	3.021	3.02	0	EAS
NA18543	False	False	2	2	0	3.829	3.922	0	EAS
HG01866	False	False	2	2	0	4.043	3.796	0	EAS
NA19010	False	False	2	1	0	2.999	2.921	0	EAS
NA18544	False	False	2	1	0	2.882	2.856	0	EAS
NA18542	False	False	2	2	0	3.964	3.871	0	EAS
NA18546	False	False	2	1	0	2.986	2.95	0	EAS
HG01871	False	False	3	0	0	3.011	2.896	0	EAS
NA18548	False	False	2	2	0	4.003	3.865	0	EAS
NA18539	False	False	2	2	0	3.977	4.184	0	EAS
HG01872	False	False	2	2	0	3.718	3.909	0	EAS
NA18557	False	False	2	2	0	3.937	3.967	0	EAS
HG01873	False	False	2	2	0	3.908	4.036	0	EAS
NA19006	False	False	2	1	0	3.034	3.003	0	EAS
NA18560	False	False	2	2	0	3.98	4.32	0	EAS
HG00543	False	False	2	2	0	3.979	3.953	0	EAS
NA18986	False	False	2	0	0	2.022	1.924	0	EAS
HG01874	False	False	2	1	0	3.018	3.023	0	EAS
NA18549	False	False	2	1	0	2.969	3.085	0	EAS
HG00559	False	False	2	2	0	4.099	4.164	0	EAS
NA18531	False	False	2	1	0	3.005	2.918	0	EAS
NA19004	False	False	2	1	0	2.964	2.934	0	EAS
NA19009	False	False	2	2	0	3.876	4.061	0	EAS
HG00404	False	False	2	1	0	2.984	3.092	0	EAS
NA18559	False	False	2	2	0	3.919	4.092	0	EAS
NA19056	False	False	2	2	0	3.956	3.994	0	EAS
HG00403	False	False	2	2	0	3.913	3.925	0	EAS
NA18545	False	False	2	1	0	2.992	2.92	0	EAS
NA19062	False	False	2	2	0	4.058	4.04	0	EAS
HG00759	False	False	2	2	0	4.033	3.923	0	EAS
NA18552	False	False	3	1	0	3.925	3.842	0	EAS
HG00472	False	False	2	2	0	4.13	4.041	0	EAS
NA19012	False	False	2	2	0	3.979	4.002	0	EAS
NA18553	False	False	2	2	0	3.877	3.904	0	EAS
HG01799	False	False	2	2	0	3.837	3.884	0	EAS
NA19058	False	False	2	1	0	3.011	3.031	0	EAS
NA18596	False	False	2	2	0	4.049	3.885	0	EAS
NA18567	False	False	2	2	0	3.997	4.163	0	EAS
NA19057	False	False	2	1	0	2.99	2.911	0	EAS
HG00844	False	False	2	2	0	3.989	3.909	0	EAS
NA18555	False	False	2	2	0	3.966	3.902	0	EAS
NA18538	False	False	2	1	0	2.992	3.022	0	EAS
HG00557	False	False	2	2	0	4.018	4.087	0	EAS
HG00851	False	False	2	2	0	3.965	4.068	0	EAS
NA18574	False	False	2	3	0	4.83	4.85	0	EAS
NA19055	False	False	2	2	0	3.956	4.039	0	EAS
HG00879	False	False	2	2	0	3.938	3.931	0	EAS
HG00565	False	False	2	1	0	2.963	3.051	0	EAS
HG01804	False	False	2	2	0	3.98	3.887	0	EAS
NA18541	False	False	2	2	0	3.831	3.956	0	EAS
NA19011	False	False	2	2	0	3.847	4.138	0	EAS
HG01797	False	False	2	2	0	3.926	4.229	0	EAS
HG00560	False	False	2	2	0	3.946	3.942	0	EAS
NA18595	False	False	2	1	0	2.858	2.874	0	EAS
HG00656	False	False	2	2	0	3.944	4.065	0	EAS
NA18563	False	False	2	2	0	4.018	4.162	0	EAS
NA18602	False	False	2	1	0	2.896	3.164	0	EAS
HG00766	False	False	2	2	0	3.921	3.944	0	EAS
HG01795	False	False	2	1	0	2.982	3.034	0	EAS
HG01800	False	False	2	1	0	3.063	3.076	0	EAS
NA18597	False	False	3	2	0	4.901	4.913	0	EAS
NA18570	False	False	2	2	0	3.922	3.951	0	EAS
HG01796	False	False	2	2	0	4.014	3.943	0	EAS
HG00595	False	False	2	1	0	2.916	2.936	0	EAS
HG00581	False	False	2	2	0	4.012	3.892	0	EAS
NA18566	False	False	2	2	0	3.983	3.727	0	EAS
HG01801	False	True	1	1	0	1.93	2.059	0	EAS
NA19059	False	False	2	1	0	2.991	2.944	0	EAS
HG00864	False	False	2	2	0	4.007	4.052	0	EAS
NA19065	False	False	2	1	0	3.021	2.909	0	EAS
HG00956	False	False	2	2	0	3.852	4.057	0	EAS
NA18564	False	False	2	2	0	4.033	3.867	0	EAS
HG00654	False	False	2	2	0	4.044	4.092	0	EAS
NA18610	False	False	2	2	0	4.024	4.099	0	EAS
HG00867	False	False	2	2	0	3.865	3.881	0	EAS
NA18562	False	False	2	2	0	3.917	3.841	0	EAS
HG01802	False	False	2	1	0	3.068	2.917	0	EAS
NA18611	False	False	2	3	0	4.837	5.113	0	EAS
NA18571	False	False	2	2	0	3.958	3.948	0	EAS
HG00657	False	False	2	2	0	3.815	3.996	0	EAS
HG01806	False	False	2	2	0	3.975	3.857	0	EAS
NA19089	False	False	2	2	0	4.076	3.954	0	EAS
NA19060	False	False	2	1	0	2.938	2.959	0	EAS
HG00672	False	False	2	1	0	2.937	3.027	0	EAS
HG01810	False	False	2	1	0	2.922	2.921	0	EAS
HG00589	False	False	2	2	0	3.812	3.799	0	EAS
NA18599	False	False	2	2	0	3.92	3.926	0	EAS
HG02032	False	False	3	2	0	4.965	4.9	0	EAS
HG01807	False	False	None	None	0	3.92	3.943	0	EAS
HG02031	False	False	3	1	0	3.985	3.922	0	EAS
HG01805	False	False	2	1	0	3.058	2.828	0	EAS
HG00592	False	False	2	2	0	3.995	3.919	0	EAS
NA18573	False	False	2	1	0	3.06	3.003	0	EAS
NA18989	False	False	2	1	0	2.905	2.865	0	EAS
HG00881	False	False	2	2	0	3.876	4.013	0	EAS
NA19066	False	False	2	1	0	3.009	2.967	0	EAS
HG00663	False	False	2	2	0	3.916	3.854	0	EAS
NA18629	False	False	2	2	0	3.952	3.882	0	EAS
HG01815	False	False	2	2	0	3.924	4.054	0	EAS
NA19064	False	False	2	2	0	3.91	3.759	0	EAS
HG01811	False	False	2	1	0	2.855	2.963	0	EAS
NA18593	False	False	2	1	0	2.971	2.96	0	EAS
HG00590	False	False	2	2	0	3.873	4.099	0	EAS
HG00671	False	False	2	1	0	2.864	2.87	0	EAS
HG01031	False	False	2	1	0	2.979	2.957	0	EAS
HG00583	False	False	2	1	0	2.955	2.826	0	EAS
NA18591	False	False	2	2	0	3.984	4.061	0	EAS
HG00692	False	False	2	2	0	4.016	4.087	0	EAS
NA18579	False	False	2	1	0	2.944	2.812	0	EAS
HG00978	False	False	2	1	0	3.013	2.9	0	EAS
HG01808	False	False	2	2	0	3.806	3.857	0	EAS
NA19070	False	False	2	1	0	3.033	2.952	0	EAS
NA18577	False	False	2	1	0	3.068	2.959	0	EAS
HG00684	False	False	2	2	0	4.065	3.902	0	EAS
HG02035	False	False	2	0	0	2.039	2.015	0	EAS
HG00580	False	False	2	2	0	4.012	3.991	0	EAS
HG01812	False	False	2	1	0	2.869	2.962	0	EAS
NA19091	False	False	2	2	0	3.969	3.814	0	EAS
HG00683	False	False	2	1	0	3.043	3.12	0	EAS
NA19067	False	False	3	2	0	4.993	4.995	0	EAS
HG01809	False	False	2	2	0	3.941	4.087	0	EAS
HG01794	False	False	2	2	0	4.133	4.214	0	EAS
NA19068	False	False	2	2	0	3.967	3.966	0	EAS
HG00593	False	False	2	1	0	2.957	3.106	0	EAS
NA18582	False	False	2	2	0	3.934	3.924	0	EAS
HG01798	False	False	2	1	0	2.925	2.953	0	EAS
HG00693	False	False	2	3	0	4.901	5.047	0	EAS
HG00463	False	False	2	2	0	3.949	4.083	0	EAS
NA19077	False	False	2	1	0	2.992	2.913	0	EAS
HG00690	False	False	2	2	0	3.917	3.931	0	EAS
HG02250	False	False	2	1	0	2.955	2.978	0	EAS
HG00449	False	False	2	0	0	1.98	1.847	0	EAS
HG02353	False	False	2	0	0	1.98	1.862	0	EAS
HG02060	False	False	2	2	0	4.008	3.773	0	EAS
HG01817	False	False	2	1	0	2.946	2.933	0	EAS
HG02355	False	False	2	2	0	3.813	3.771	0	EAS
NA18592	False	False	3	1	0	4.091	4.057	0	EAS
HG02360	False	False	2	1	0	2.897	2.88	0	EAS
HG02064	False	False	2	1	0	2.91	2.941	0	EAS
NA19063	False	False	2	2	0	3.972	4.044	0	EAS
NA18606	False	False	2	1	0	2.999	3.065	0	EAS
NA18605	False	False	2	2	0	3.962	4.015	0	EAS
HG01813	False	False	2	1	0	2.948	3.134	0	EAS
HG01046	False	False	2	2	0	4.023	3.925	0	EAS
HG02017	False	False	2	2	0	4.009	4.189	0	EAS
HG02040	False	False	2	1	0	3.024	2.877	0	EAS
HG00452	False	False	2	1	0	2.965	3.018	0	EAS
HG00704	False	False	2	2	0	3.88	4.026	0	EAS
NA19072	False	False	2	2	0	3.966	3.939	0	EAS
HG00446	False	False	2	1	0	2.993	3.015	0	EAS
HG00698	False	False	2	2	0	3.831	3.958	0	EAS
HG02155	False	False	2	1	0	2.914	3.019	0	EAS
HG00443	False	False	2	1	0	3.057	3.022	0	EAS
HG00982	False	False	2	1	0	2.96	3.041	0	EAS
HG00699	False	False	2	2	0	3.935	4.143	0	EAS
NA19075	False	False	2	2	0	3.952	4.073	0	EAS
HG01816	False	False	2	1	0	2.983	3.003	0	EAS
NA18608	False	False	2	2	0	4.097	3.896	0	EAS
HG00445	False	False	2	2	0	3.935	3.92	0	EAS
NA19074	False	False	2	1	0	3.017	2.921	0	EAS
HG02152	False	False	2	1	0	2.899	2.947	0	EAS
HG02356	False	False	2	2	0	3.975	3.886	0	EAS
HG00705	False	False	2	1	0	3.046	3.157	0	EAS
HG00451	False	False	2	2	0	3.896	3.995	0	EAS
HG02061	False	False	2	2	0	3.916	3.881	0	EAS
HG00717	False	False	2	2	0	3.918	3.948	0	EAS
HG00584	False	False	2	1	0	2.942	2.953	0	EAS
HG02154	False	False	2	2	0	3.875	3.744	0	EAS
HG02050	False	False	2	1	0	2.935	2.908	0	EAS
HG00707	False	False	2	1	0	2.93	2.942	0	EAS
NA19080	False	False	2	2	0	3.864	3.764	0	EAS
HG02026	False	False	3	1	0	3.974	3.967	0	EAS
HG00566	False	False	3	2	0	4.947	4.951	0	EAS
HG02165	False	False	2	2	0	3.879	3.952	0	EAS
NA18609	False	False	2	2	0	3.83	3.806	0	EAS
NA18565	False	False	3	1	0	4.005	3.944	0	EAS
HG02116	False	False	3	0	0	2.924	3.049	0	EAS
HG02367	False	False	2	2	0	3.964	3.936	0	EAS
HG00448	False	False	2	0	0	2.018	2.023	0	EAS
HG02067	False	False	2	1	0	3.031	2.936	0	EAS
HG02156	False	True	1	0	0	0.971	1.02	0	EAS
HG02178	False	False	2	2	0	3.902	4.181	0	EAS
HG02351	False	False	2	2	0	3.898	3.836	0	EAS
HG02364	False	False	2	2	0	4.055	3.895	0	EAS
HG02153	False	False	2	1	0	2.987	3.02	0	EAS
HG02047	False	False	2	1	0	2.948	2.996	0	EAS
HG00464	False	False	2	2	0	3.947	3.837	0	EAS
HG00708	False	False	2	2	0	3.994	4.162	0	EAS
HG02379	False	False	2	1	0	3.089	3.032	0	EAS
HG02164	False	False	2	2	0	3.987	3.981	0	EAS
NA19082	False	None	None	None	0	2.954	3.013	0	EAS
HG02190	False	False	2	2	0	3.999	3.751	0	EAS
HG01029	False	False	2	2	0	3.944	3.917	0	EAS
HG02383	False	False	2	2	0	3.914	4.15	0	EAS
HG02023	False	False	2	1	0	2.908	2.941	0	EAS
HG02371	False	False	2	0	0	1.929	2.116	0	EAS
HG02019	False	False	2	2	0	4.031	4.061	0	EAS
HG02166	False	False	2	2	0	3.992	4.005	0	EAS
NA19081	False	False	2	1	0	2.973	2.949	0	EAS
HG02180	False	True	1	1	0	2.021	2.032	0	EAS
HG02016	False	False	2	2	0	3.937	4.001	0	EAS
HG02179	False	False	2	2	0	3.918	4.056	0	EAS
HG02020	False	False	2	2	0	4.063	3.76	0	EAS
HG02181	False	False	2	2	0	4.032	3.756	0	EAS
NA18572	False	False	2	1	0	2.987	2.846	0	EAS
NA18612	False	False	2	2	0	3.929	4.076	0	EAS
HG02382	False	False	2	2	0	3.895	3.951	0	EAS
NA19078	False	False	2	1	0	2.956	2.995	0	EAS
HG02151	False	False	2	2	0	3.953	4.124	0	EAS
NA19083	False	False	2	2	0	3.912	4.19	0	EAS
HG02186	False	False	2	1	0	2.974	2.988	0	EAS
HG00701	False	False	2	2	0	3.971	3.956	0	EAS
HG02380	False	False	2	2	0	3.952	4.326	0	EAS
HG02188	False	False	2	2	0	4.057	3.931	0	EAS
HG02384	False	False	2	0	0	2.05	2.083	0	EAS
HG02185	False	False	2	2	0	3.976	3.957	0	EAS
HG02028	False	False	2	2	0	3.939	3.943	0	EAS
HG02184	False	False	2	2	0	3.882	3.97	0	EAS
HG02386	False	False	2	1	0	3.005	2.878	0	EAS
NA19076	False	False	2	2	0	3.995	3.856	0	EAS
HG02182	False	False	2	1	0	3.011	2.831	0	EAS
HG02385	False	False	3	1	0	3.907	3.977	0	EAS
HG02187	False	False	2	2	0	3.974	3.96	0	EAS
NA19085	False	False	2	2	0	3.987	3.897	0	EAS
HG02389	False	False	2	2	0	4.011	3.935	0	EAS
NA18944	False	False	2	1	0	3.03	3.108	0	EAS
NA18940	False	False	2	2	0	4.062	3.864	0	EAS
HG02375	False	False	2	2	0	3.956	3.969	0	EAS
HG02390	False	False	2	2	0	3.867	3.679	0	EAS
HG00442	False	False	2	2	0	3.955	4.141	0	EAS
HG02374	False	False	2	2	0	3.934	4.059	0	EAS
HG02029	False	False	2	2	0	3.871	3.974	0	EAS
HG02069	False	False	2	2	0	3.818	3.755	0	EAS
NA18943	False	False	2	2	0	3.919	4.067	0	EAS
HG00662	False	False	2	1	0	2.957	3.014	0	EAS
HG01028	False	False	2	2	0	4.057	4.067	0	EAS
NA19087	False	False	2	2	0	3.877	3.904	0	EAS
HG02057	False	False	2	1	0	2.96	2.982	0	EAS
HG02070	False	False	2	3	0	5.048	4.937	0	EAS
HG02113	False	False	2	2	0	3.903	4.161	0	EAS
HG02072	False	False	2	2	0	3.945	3.955	0	EAS
HG02398	False	False	2	1	0	2.96	3.041	0	EAS
NA18532	False	False	2	1	0	2.986	2.944	0	EAS
NA19086	False	False	2	2	0	4.015	4.079	0	EAS
HG02141	False	False	2	2	0	3.941	3.969	0	EAS
HG00409	False	False	2	2	0	3.968	4.052	0	EAS
HG02395	False	False	2	1	0	2.877	2.972	0	EAS
NA18952	False	False	2	1	0	2.977	3.046	0	EAS
HG00613	False	False	3	1	0	3.946	3.922	0	EAS
NA19084	False	False	2	2	0	3.899	4.058	0	EAS
HG02392	False	False	2	2	0	3.969	4.064	0	EAS
NA18945	False	False	2	2	0	3.944	4.137	0	EAS
NA18947	False	False	2	1	0	2.895	2.802	0	EAS
HG02399	False	False	2	1	0	2.88	2.849	0	EAS
HG02073	False	False	2	2	0	3.965	4.038	0	EAS
HG00689	False	False	2	2	0	3.954	4.038	0	EAS
HG02025	False	False	2	1	0	2.985	2.792	0	EAS
HG02402	False	False	2	2	0	3.96	4.043	0	EAS
HG00410	False	False	2	2	0	3.931	3.803	0	EAS
HG00614	False	False	2	2	0	3.998	4.064	0	EAS
HG00622	False	False	2	2	0	3.89	3.933	0	EAS
HG02391	False	False	2	2	0	3.917	3.891	0	EAS
HG02058	False	False	2	1	0	2.92	2.881	0	EAS
NA18949	False	False	2	2	0	3.898	3.937	0	EAS
NA19088	False	False	2	1	0	2.951	2.959	0	EAS
HG02406	False	False	2	0	0	1.928	2.07	0	EAS
NA18951	False	False	2	1	0	2.841	3.06	0	EAS
NA18942	False	False	2	2	0	4.027	4.07	0	EAS
NA18956	False	False	2	1	0	3.088	3.055	0	EAS
HG00607	False	False	2	2	0	4.011	4.014	0	EAS
NA18948	False	False	2	3	0	4.905	4.715	0	EAS
NA19079	False	False	2	2	0	3.947	4.036	0	EAS
HG02078	False	False	2	2	0	3.941	3.995	0	EAS
HG02076	False	False	2	2	0	3.949	3.935	0	EAS
HG02401	False	False	3	2	0	4.856	4.66	0	EAS
HG00610	False	False	2	2	0	4.023	4.04	0	EAS
NA18953	False	False	2	1	0	2.965	3.164	0	EAS
NA18550	False	False	2	2	0	3.877	4.0	0	EAS
HG00728	False	False	2	1	0	3.05	2.926	0	EAS
HG02079	False	True	1	3	0	3.926	4.038	0	EAS
NA18558	False	False	2	2	0	4.022	4.055	0	EAS
HG02082	False	False	2	2	0	3.931	4.206	0	EAS
HG02397	False	False	2	1	0	2.845	3.1	0	EAS
HG02407	False	False	2	1	0	2.848	3.021	0	EAS
NA18561	False	False	2	2	0	3.971	4.135	0	EAS
HG00611	False	False	2	1	0	3.094	2.96	0	EAS
NA18961	False	False	2	2	0	3.904	3.951	0	EAS
HG00620	False	False	2	1	0	2.976	3.001	0	EAS
HG02130	False	False	2	2	0	3.857	3.804	0	EAS
HG00631	False	False	2	1	0	2.976	2.956	0	EAS
HG02409	False	False	2	2	0	3.995	3.933	0	EAS
HG00406	False	False	2	2	0	3.993	4.051	0	EAS
HG00625	False	False	2	2	0	4.058	3.914	0	EAS
HG00632	False	False	2	1	0	2.974	2.929	0	EAS
HG00626	False	False	2	3	0	5.065	5.102	0	EAS
HG00596	False	False	2	2	0	4.183	3.915	0	EAS
HG02408	False	False	2	3	0	4.834	4.888	0	EAS
HG02075	False	False	2	2	0	4.02	4.05	0	EAS
HG00599	False	False	3	1	0	4.079	4.115	0	EAS
HG00675	False	False	2	0	0	2.02	1.955	0	EAS
HG00628	False	False	2	1	0	2.999	3.027	0	EAS
NA18638	False	False	2	2	0	3.983	4.056	0	EAS
HG00421	False	False	2	2	0	3.903	3.838	0	EAS
HG00619	False	False	2	1	0	2.98	2.996	0	EAS
NA18964	False	False	2	1	0	2.958	3.029	0	EAS
HG02121	False	False	2	1	0	2.946	2.943	0	EAS
HG00598	False	False	2	2	0	3.961	4.108	0	EAS
HG02128	False	False	2	3	0	4.823	5.065	0	EAS
HG02131	False	False	2	1	0	2.982	2.945	0	EAS
NA18627	False	False	2	2	0	3.924	3.983	0	EAS
HG00634	False	False	2	2	0	3.928	4.12	0	EAS
NA18960	False	False	2	2	0	4.03	3.809	0	EAS
HG00623	False	False	2	1	0	3.003	3.138	0	EAS
NA18965	False	False	2	2	0	4.006	3.986	0	EAS
NA18615	False	False	2	2	0	3.885	3.979	0	EAS
HG00407	False	False	2	2	0	4.061	4.192	0	EAS
HG00674	False	False	2	2	0	3.883	3.945	0	EAS
NA18616	False	False	2	2	0	3.913	4.073	0	EAS
NA18614	False	False	2	2	0	3.98	3.987	0	EAS
HG00419	False	False	2	2	0	4.008	3.955	0	EAS
HG02394	False	False	2	1	0	3.051	2.993	0	EAS
NA18613	False	False	2	2	0	4.029	3.764	0	EAS
HG00608	False	False	2	1	0	3.035	2.845	0	EAS
NA18617	False	False	2	2	0	3.994	4.098	0	EAS
HG00428	False	False	2	2	0	3.91	4.117	0	EAS
HG02137	False	False	2	1	0	2.887	2.983	0	EAS
HG00729	False	False	2	1	0	2.977	2.913	0	EAS
NA18621	False	False	2	1	0	3.054	3.123	0	EAS
HG00436	False	False	2	1	0	2.964	2.943	0	EAS
NA18987	False	False	2	1	0	2.966	2.937	0	EAS
HG02396	False	False	2	2	0	3.81	3.856	0	EAS
HG02136	False	False	2	2	0	3.898	3.792	0	EAS
HG00422	False	False	2	2	0	4.012	3.857	0	EAS
NA18639	False	False	2	2	0	3.857	3.882	0	EAS
HG02512	False	False	2	2	0	3.906	3.845	0	EAS
NA18619	False	False	2	1	0	2.984	2.944	0	EAS
NA18992	False	False	2	1	0	2.968	2.898	0	EAS
NA18603	False	False	2	1	0	3.063	3.102	0	EAS
NA18626	False	False	2	2	0	4.0	4.118	0	EAS
HG02127	False	False	2	2	0	3.878	3.915	0	EAS
NA18967	False	False	2	1	0	2.995	2.855	0	EAS
HG02410	False	False	2	1	0	2.917	2.679	0	EAS
NA18624	False	False	2	2	0	3.956	4.105	0	EAS
NA18646	False	False	2	2	0	4.074	4.157	0	EAS
HG02521	False	False	2	1	0	2.841	2.991	0	EAS
NA18628	False	False	2	2	0	3.903	3.935	0	EAS
NA18959	False	False	2	2	0	4.033	3.937	0	EAS
HG02122	False	False	2	2	0	3.967	4.165	0	EAS
HG02081	False	False	2	2	0	3.808	4.089	0	EAS
NA18991	False	False	2	0	0	1.985	1.916	0	EAS
NA18618	False	False	2	1	0	2.931	2.859	0	EAS
HG02085	False	False	2	2	0	3.995	3.725	0	EAS
HG00437	False	False	2	1	0	2.922	2.953	0	EAS
NA18547	False	False	3	1	0	3.873	3.983	0	EAS
NA18634	False	False	2	2	0	3.965	4.044	0	EAS
NA18623	False	False	2	0	0	2.04	2.027	0	EAS
HG02513	False	False	2	1	0	2.984	2.93	0	EAS
NA18993	False	False	2	1	0	3.067	3.263	0	EAS
NA18632	False	False	2	1	0	2.962	3.082	0	EAS
HG00651	False	False	2	2	0	4.02	4.029	0	EAS
NA18631	False	False	3	2	0	5.011	5.093	0	EAS
NA18969	False	False	2	2	0	3.906	4.053	0	EAS
NA18620	False	False	2	2	0	3.979	3.981	0	EAS
HG01596	False	False	2	1	0	2.959	2.795	0	EAS
NA18990	False	False	2	1	0	3.006	2.887	0	EAS
